prs_PersoonsID,AfstandSchool,pcp_Regio,isc_VanDatum,isc_OpleidingsCode,LeeftijdMaandenEersteInschr,NrStdInEersteKlas,Geslacht,AantalOplVOORICAIngeschreven,PCertificaat_Opl,PropCertificaatDatum,HeeftP,VoorOpleidingsNiveau,HeeftWisInVooropleiding,Aanwezigheid1ejaar,EersteToetsCijfer,GemToetsCijferEerstePeriode,HeeftBijzOmstandigheden
407980,26,Veenendaal,9/1/2013,BIM,282,31,Man,4,INF,6/30/2015,1,MBO,?,100.0,81,61,?
409361,18,Zevenaar,9/1/2014,INF,255,26,Man,2,INF,6/30/2015,1,HAVO,1,79.6,79,72,?
409568,6,Arnhem,9/1/2014,IN-4479,268,26,Man,3,INF,6/30/2017,1,HAVO,1,41.2,66,54,?
409865,2,Arnhem,9/1/2013,IN-4479,261,23,Man,5,INF,6/30/2015,1,HAVO,1,0.0,75,71,?
413945,10,Nijmegen,2/1/2013,BIM,263,24,Man,2,INF,6/30/2015,1,MBO,?,100.0,67,58,?
422989,20,Ede Wageningen,9/1/2013,IN-4479,234,23,Man,3,INF,6/30/2015,1,HAVO,1,100.0,78,66,?
424458,37,Doetinchem,9/1/2014,CMD,225,27,Man,1,CMD,6/27/2016,1,HAVO,1,89.1,66,68,?
428465,3,Nijmegen,9/1/2015,ICT,253,31,Man,3,ICT,6/27/2016,1,HAVO,1,96.0,86,78,0
430209,6,Zevenaar,9/1/2014,BIM,286,24,Man,3,BIM,3/31/2015,1,MBO,?,65.1,66,60,?
431300,9,Zevenaar,9/1/2013,IN-4479,234,33,Man,3,INF,7/1/2014,1,HAVO,1,100.0,77,70,?
431619,136,Noorden,9/1/2015,CMD,253,24,Man,3,CMD,6/30/2017,1,HAVO,1,86.1,63,65,0
